rank,track_artist,peak,prev,streak,streams,track_name,artist_name,genius_url,lyrics
kiLL edward — ""Tidal Wave (just a little reference)"" (2018)
Two Door Cinema Club —
Four Words to Stand On
(2018)
Kodaline — ""Follow Your Fire"" (2018)
David Guetta & Sia — ""Flames"" (2018)
Golden Features — ""Falling Out"" (2018)
Let's Eat Grandma — ""Falling into Me"" (2018)
Mishegas — ""Episodes"" (2018)
Grizfolk — ""Endless Summer"" (2018)
April 18
Trouble & Mike WiLL Made-It —
Edgewood
(2018)
CHVRCHES — ""Miracle"" (2018)
Ski Mask The Slump God — ""SKIMeetsWorld"" (2018)
ELEL — ""Early in the Morning"" (2018)
Snow Patrol — ""Don't Give In"" (2018)
Sheck Wes — ""Do That"" (2018)
Marian Hill — ""Differently"" (2018)
Ryan Hurd — ""Diamonds or Twine"" (2018)
Autograf (feat. Lils & Bonsai Mammal) — ""Dead Soon"" (2018)
Lil Skies (feat. Rich The Kid) — ""Creeping"" (2018)
Burak Yeter — ""Crash"" (2018)
Keith Urban (feat. Julia Michaels) — ""Coming Home"" (2018)
Diplo —
California
(2018)
NEEDTOBREATHE — ""Bridges Burn"" (2018)
E^ST — ""Blowjob"" (2018)
SHY Martin — ""Bad in Common"" (2018)
The Shadowboxers —
Apollo
(2018)
Vory — ""9.22"" (2018)
The Aces — ""Waiting for You"" (2018)
Zaytoven (feat. Yung Cakes) — ""Time Too"" (2018)
Mike Jones — ""Some Show Me Love"" (2018)
Pete Rock (feat. Amxxr) — ""Rap Caviar"" (2018)
RaeLynn — ""Queens Don't"" (2018)
SD —
Pay Attention
(2018)
Noname (feat. Sniperghini) — ""Nikey"" (2018)
The Neighbourhood —
The Neighbourhood
(2018)
Jose Guapo —
Lingo 2: The Return
(2018)
Chief Keef —
The Leek Volume 4
(2018)
April 17
Lil Yachty —
Lil Boat 2
(2018)
Migos (feat. Hoodrich Pablo Juan) — ""Migo Pablo"" (2018)
Foggieraw —
Fogtavious Vandross
(2018)
Gravediggaz — ""Enter the Graveyard Chamber"" (2018)
Cautious Clay — ""Cold War (Stripped)"" (2018)
AJR — ""Burn the House Down"" (2018)
Waka Flocka Flame, Zaytoven & Big Bank —
The Brick House Boyz
(2018)
Halsey (feat. Big Sean & Stefflon Don) — ""Alone"" (2018)
Mary Chapin Carpenter —
Sometimes Just the Sky
(2018)
April 16
Frank Ocean —
Endless
(2016)
Her —
Her
(2018)
Zhané —
Pronounced Jah-Nay
(1994)
LSG —
Levert.Sweat.Gill
(1997)
Cardi B — ""Be Careful"" (2018)
April 15
Tove Styrke (feat. Björn Yttling) — ""Say My Name (Acoustic Version)"" (2017)
Tove Styrke — ""... Baby One More Time"" (2015)
Tove Styrke — ""liability (demo)"" (2017)
Tove Styrke — ""Mistakes"" (2017)
Tove Styrke — ""Changed My Mind"" (2018)
Tove Styrke — ""Say My Name"" (2017)
Tove Styrke — ""On the Low"" (2018)
OutKast —
Southernplayalisticadillacmuzik
(1994)
Steffany Gretzinger —
Blackout
(2018)
April 14
N/A
April 13
Doja Cat —
Amala
(2018)
A Tribe Called Quest —
Beats, Rhymes and Life
(1996)
A Tribe Called Quest —
Midnight Marauders
(1993)
Jean Grae & Quelle Chris  —
Everything's Fine
(2018)
April 12
Ashley McBryde —
Girl Going Nowhere
(2018)
April 11
Craig Mack (feat. Q-Tip) — ""Get Down (Q-Tip Remix)"" (1994)
Damar Jackson —
Unfaithful
(2018)
The Voidz —
Virtue
(2018)
April 10
DJ Esco —
KOLORBLIND
(2018)
Bloodboy — ""Is Now a Good Time to Ruin Your Life?"" (2018)
Kylie Minogue — ""Raining Glitter"" (2018)
Hinds — ""Finally Floating"" (2018)
Andra Day — ""I Wish I Knew How It Would Feel to Be Free"" (2018)
CHVRCHES — ""Never Say Die"" (2018)
Tinashe (feat. Ty Dolla $ign & French Montana) — ""Me So Bad"" (2018)
Billie Eilish — ""bitches broken hearts"" (2018)
Grace VanderWaal — ""Clearly"" (2018)
Tori Kelly (feat. The HamilTones) — ""Help Us to Love"" (2018)
Lizzo — ""Fitness"" (2018)
Cassadee Pope — ""Take You Home"" (2018)
Jessie Reyez (feat. Daniel Caesar) — ""Figures, a Reprise"" (2018)
April 9
Henry Green —
Shift
(2018)
April 8
N/A
April 7
A$AP Rocky (feat. BlocBoy JB) — ""Bad Company"" (2018)
Ty Dolla $ign (feat. Gucci Mane & Quavo) - ""Pineapple"" (2018)
ARTY — ""Rain"" (2018)
Tyler, The Creator — ""OKRA"" (2018)
Lauv — ""Chasing Fire"" (2018)
April 6
Hayley Kiyoko —
Expectations
(2018)
April 5
Rich The Kid —
The World Is Yours
(2018)
Kacey Musgraves —
Golden Hour
(2018)
The Weeknd —
My Dear Melancholy,
(2018)
Louisa (feat. 2 Chainz) — ""YES"" (2018)
Alyson Stoner — ""When It's Right"" (2018)
April 4
D'Angelo —
Brown Sugar
(1995)
Troop —
Attitude
(1989)
April 3
Christopher Williams —
Changes
(1992)
April 2
Guy —
The Future
(1990)
Silk —
Lose Control
(1992)
April 1
DJ SpinKing (feat. A$AP Ferg, Tyga, Velous & Jeremih) — ""Adult Swim"" (2014)
Busta Rhymes & Q-Tip —
The Abstract and the Dragon
(2013)
March
March 31
H-Town —
Fever for da Flavor
(1993)
March 30
The Internet —
Feel Good
(2013)
The Internet —
Ego Death
(2015)
March 29
N/A
March 28
N/A
March 27
N/A
March 26
N/A
March 25
N/A
March 24
Belly (feat. YG) — ""4 Days"" (2018)
Thirty Seconds to Mars (feat. A$AP Rocky) — ""One Track Mind"" (2018)
Kacey Musgraves — ""High Horse"" (2018)
Shawn Mendes — ""Lost in Japan"" (2018)
grandson — ""thoughts & prayers"" (2018)
Panic! At the Disco —
Say Amen for Silver Linings
(2018)
KYLE (feat. Kehlani) — ""Playinwitme"" (2018)
Amara La Negra — ""Insecure"" (2018)
Keith Urban (feat. Julia Michaels) — ""Coming Home"" (2018)
Shawn Mendes — ""In My Blood"" (2018)
March 23
at Wendys —
We Beefin?
(2018)
Tove Styrke —
Kiddo
(2018)
Warhol.SS —
Where's Warhol?
(2017)
MadeinTYO —
True's World
(2017)
StaRR Lyfe — ""Fuck Tomi Lahren (Shut Up Bitch)"" (2016)
Warhol.SS —
Warhol 16'
(2017)
Warhol.SS —
3200
(2017)
Jeremih —
The Chocolate Box
(2018)
March 22
Playboi Carti — ""Shake N Bake"" (2018)
Sammie —
Series 31873.0
(2018)
Marshmello (feat. Leah Culver) — ""Fly"" (2018)
Steffany Gretzinger — ""Save Me"" (2018)
Jason Derulo — ""Colors"" (2018)
FLETCHER — ""I Believe You"" (2018)
KYLE — ""To the Moon"" (2018)
Vince Staples — ""Get the Fuck Off My Dick"" (2018)
DROELOE — ""Many Words"" (2018)
Buddy (feat. A$AP Ferg) — ""Black"" (2018)
Phora — ""Boss Up"" (2018)
The Knocks (feat. Foster The People) — ""Ride or Die"" (2018)
Neko Case — ""Hell-On"" (2018)
REMMI — ""Minimum Wage"" (2018)
morgxn — ""translucent"" (2018)
Ashley Monroe — ""Paying Attention"" (2018)
The Aces — ""Just Like That"" (2018)
Sauce Walka — ""OK"" (2018)
Trinidad James — ""T.I.B.E. (This Is Black Excellence)"" (2018)
Bankroll Fresh — ""Whole 4"" (2018)
Loote — ""Your Side of the Bed"" (2018)
JP Saxe — ""The Few Things"" (2018)
Years & Years — ""Sanctify"" (2018)
Alison Wonderland — ""No"" (2018)
Wifisfuneral — ""25 Lighters"" (2018)
Johnny Yukon — ""Lonely"" (2018)
Yoke Lore — ""Fake You"" (2018)
Sjowgren — ""Beginners"" (2018)
Barns Courtney — ""Sinners"" (2018)
Brett Castro — ""Much About Sadness"" (2018)
Louis The Child (feat. Joey Purp) — ""Shake Something"" (2018)
Jordan Hollywood — ""Cash Out"" (2018)
Parquet Courts — ""Wide Awake"" (2018)
Wet — ""There's a Reason"" (2018)
Liv Dawson — ""Talk"" (2018)
Dermot Kennedy — ""Young & Free"" (2018)
Beach House — ""Dive"" (2018)
Jon Hopkins — ""Emerald Rush"" (2018)
Sofi Tukker — ""Baby I'm a Queen"" (2018)
TRACES — ""Before I Wilt"" (2018)
Spazz Cardigan — ""Episode"" (2018)
CXLOE — ""Monster"" (2018)
March 21
Necklace — ""Easy"" (2018)
George Ezra — ""Hold My Girl"" (2018)
Sea Girls — ""Eat Me Whole"" (2018)
Shaylen — ""Take It Back"" (2018)
Salt Cathedral — ""No Love"" (2018)
Lil Jay Brown —
Money Luvin Youngin: The Lick Tape
(2018)
John Wic —
One Gunman
(2018)
Famous Dex & Polo Boy Shawty —
When Polo Met Dexter
(2018)
March 20
Astrid S —
Party's Over (Acoustic)
(2017)
Bell Biv DeVoe —
Poison
(1990)
Mobb Deep —
The Infamous Archives
(2007)
Sy Ari da Kid —
After the Heartbreak
(2018)
March 19
Jonathan Wilson —
Rare Birds
(2018)
Current Joys —
A Different Age
(2018)
March 18
Cape Cope —
How to Socialise & Make Friends
(2018)
March 17
N/A
March 16
N/A
March 15
Sabrina Carpenter & Jonas Blue — ""Alien"" (2018)
Katie Herzig —
Moment of Bliss
(2018)
March 14
Haley Heynderickx —
I Need to Start a Garden
(2018)
March 13
The Breeders —
All Nerve
(2018)
Waka Flocka Flame —
Benjamin Flocka
(2011)
March 12
Moby —
Everything Was Beautiful, and Nothing Hurt
(2018)
The Undercover Dream Lovers —
In Real Time
(2018)
Larry June —
You're Doing Good
(2018)
Moss Kena —
Found You in 06
(2018)
JOY. —
Six
(2018)
March 11
N/A
March 10
Mikky Ekko —
ADVANCE COPY EP
(2018)
Margaret Glaspy —
Born Yesterday
(2018)
Valee —
GOOD Job, You Found Me
(2018)
Soccer Mommy —
Clean
(2018)
March 9
Nessly —
Wildflower
(2018)
ALMA —
Heavy Rules Mixtape
(2018)
Superorganism —
Superorganism
(2018)
Lucius —
NUDES
(2018)
Mt. Joy —
Mt. Joy
(2018)
March 8
Tory Lanez —
MEMORIES DON'T DIE
(2018)
March 7
B5 —
B5
(2005)
Digable Planets —
Blowout Comb
(1994)
March 6
Digable Planets —
Reachin' (A New Refutation of Time and Space)
(1993)
B2K —
B2K
(2002)
March 5
Sophie Rose — ""Pink Lipstick"" (2018)
Subway —
Good Times
(1995)
Katelyn Tarver — ""Never Fade"" (2018)
Casey Veggies (feat. 03 Greedo) — ""Broke"" (2018)
UnoTheActivist (feat. Rich The Kid) — ""Fabo (Remix)"" (2018)
Madge — ""Fight or Flight Club"" (2018)
Frankie Simone — ""War Paint"" (2018)
Funky Craig & Tommie Sunshine — ""Where the Drums At"" (2018)
BOBI ANDONOV — ""Smoke"" (2018)
Molly Moore — ""Tough Love"" (2018)
Maths Time Joy (feat. Flores) — ""Going Nowhere"" (2018)
What So Not (feat. Winona Oak) — ""Beautiful"" (2018)
Saba — ""Busy"" (2018)
TV Noise (feat. Drew Love) — ""Run"" (2018)
Now, Now — ""AZ"" (2018)
Amber Mark — ""Love Me Right"" (2018)
Northern Faces — ""Firecracker"" (2018)
Carlos Vara — ""Numb"" (2018)
The Neighbourhood — ""Nervous"" (2018)
pronoun — ""run"" (2018)
XXXTENTACION — ""changes"" (2018)
Young Fathers — ""Toy"" (2018)
EBEN — ""LAMBO"" (2018)
Fickle Friends — ""Wake Me Up"" (2018)
XXXTENTACION — ""SAD!"" (2018)
Zaytoven (feat. Ty Dolla $ign, Jeremih & OJ da Juiceman) — ""What You Think"" (2018)
Hoodrich Pablo Juan (feat. Gucci Mane) — ""We Don't Luv Em (Remix)"" (2018)
Smooky MarGielaa — ""Smooky's Story"" (2018)
Sauce Walka — ""Sauce Baby"" (2018)
Lil Yachty (feat. Digital Nas) — ""Revenge"" (2018)
Flatbush Zombies — ""Headstone"" (2018)
Kap G & Hoodrich Pablo Juan — ""Boss Luv"" (2018)
Jose Guapo (feat. Young Scooter) — ""Blame It on the Streets"" (2018)
Miriam Bryant — ""Black Car"" (2018)
nothing,nowhere. — ""hammer"" (2018)
Coast Modern — ""Electric Feel"" (2018)
Godsmack — ""Bulletproof"" (2018)
The Moondoggies — ""Sick in Bed"" (2018)
Hawthorne Heights — ""Pink Hearts"" (2018)
Everette — ""Slow Roll"" (2018)
Natalie Prass — ""Short Court Style"" (2018)
Fedel —
Gold Package
(2018)
The Blaze — ""HEAVEN"" (2018)
The Kills — ""Steppin' Razor"" (2018)
The Kills — ""List of Demands (Reparations)"" (2018)
March 4
Little Dragon — ""Best Friends"" (2018)
Ryan Kinder — ""Leap of Faith"" (2018)
Smokepurpp & Murda Beatz — ""123"" (2018)
Tom Misch (feat. De La Soul) — ""It Runs Through Me"" (2018)
SG Lewis — ""Coming Up"" (2018)
Rudy Mancuso & Maia Mitchell — ""Magic"" (2018)
Jordan Davis — ""Going 'Round"" (2018)
LA Riots —
Do Your Thing/All Good
(2018)
Joyner Lucas & Chris Brown — ""Stranger Things"" (2018)
Fisher — ""Crowd Control"" (2018)
MVEK — ""Tongue"" (2018)
Flo Rida — ""Dancer"" (2018)
Jack White — ""Over and Over and Over"" (2018)
Gucci Mane (feat. Migos & Lil Yachty) — ""Solitaire"" (2018)
Meghan Trainor — ""No Excuses"" (2018)
CHVRCHES (feat. Matt Berninger) — ""My Enemy"" (2018)
DJ Khaled (feat. JAY Z, Future & Beyoncé) — ""Top Off"" (2018)
Zapp —
Zapp II
(1982)
Illegal —
The Untold Truth
(1993)
Another Bad Creation —
It Ain't What U Wear, It's How U Play It
(1993)
Another Bad Creation —
Coolin' at the Playground Ya Know!
(1991)
Zapp —
Zapp
(1980)
Marqo 2 Fresh —
Marqo da Monster
(2016)
N II U —
N II U
(1994)
March 3
Young Nudy (feat. Hoodrich Pablo Juan) — ""Do It"" (2016)
RX Peso —
Rixh Drugs
(2018)
March 2
Playboi Carti — ""Shawty in Love"" (2018)
Confetti — ""People Suck"" (2018)
Max Frost — ""Good Morning"" (2018)
Svrcina — ""Whispers"" (2018)
Ramz — ""Power"" (2018)
Jake Miller (feat. Jabbar Hakeem) — ""The Girl That's Underneath"" (2018)
Sigala (feat. Paloma Faith) — ""Lullaby"" (2018)
VanJess (feat. Berhana & Leikeli47) — ""Easy"" (2018)
Yung Fume & Zaytoven (feat. Young Nudy) — ""Something Else"" (2018)
Timeflies — ""Are You Down"" (2018)
Pentatonix — ""Havana"" (2018)
Tritonal (feat. Riley Clemmons) — ""Out My Mind"" (2018)
Preme — ""No Defeat"" (2018)
Ski Mask The Slump God — ""DoIHaveTheSause?"" (2018)
Sophie Simmons — ""Black Mirror"" (2018)
The Night Game — ""Bad Girls Don't Cry"" (2018)
Clara Mae — ""I Forgot"" (2018)
George Taylor — ""Stay Warm"" (2018)
KLP (feat. Milwaukee Banks) — ""Carried Away"" (2018)
Hembree — ""Continents"" (2018)
Carlie Hanson — ""Us"" (2018)
Vancouver Sleep Clinic — ""Ayahuasca"" (2018)
Alex Lustig (feat. Akacia) — ""In the End"" (2018)
Robinson — ""Nothing to Regret"" (2018)
Nessly (feat. Joji) — ""Make It Right"" (2018)
NoMBE (feat. Big Data) — ""Drama"" (2018)
RAYE, Mabel & Stefflon Don — ""Cigarette"" (2018)
Riz La Vie — ""Napkins"" (2018)
JOHN.k — ""Best of Me"" (2018)
Yuno — ""No Going Back"" (2018)
Emma McGrath — ""Love You Better"" (2018)
Superorganism — ""Reflections on the Screen"" (2018)
King Princess — ""1950"" (2018)
Mickey Shiloh (feat. Rami Beatz) — ""Funny When"" (2018)
Jade Bird — ""Lottery (Acoustic)"" (2018)
Ray J (feat. Kid Ink) — ""Feeling Like Love"" (2018)
Foggieraw (feat. DJ Yung Vamp) — ""Moncler Bubble"" (2018)
The Aces — ""Lovin Is Bible"" (2018)
Noel Gallagher's High Flying Birds — ""God Help Us All (Demo Version)"" (2018)
Nohidea & killedmyself — ""and then, it swallowed me"" (2018)
Spice 1 — ""2 Many Movies"" (2018)
Haux — ""Ricochet"" (2018)
Ashley Monroe — ""Hands on You"" (2018)
Zilo — ""Keep Up Wimi"" (2018)
24hrs (feat. Lil Pump) — ""Lie Detector"" (2018)
Janelle Monáe — ""Django Jane"" (2018)
GASHI — ""1134"" (2018)
CeeLo Green — ""Brick Road"" (2018)
Lewis Capaldi (feat. Jessie Reyez) — ""Rush"" (2018)
Kacey Musgraves — ""Space Cowboy"" (2018)
Bishop Briggs — ""White Flag"" (2018)
5 Seconds of Summer — ""Want You Back"" (2018)
Bazzi — ""Gone"" (2018)
David Guetta, Martin Garrix & Brooks — ""Like I Do"" (2018)
Kacey Musgraves — ""Buterflies"" (2018)
Janelle Monáe — ""Make Me Feel"" (2018)
Logic — ""44 More"" (2018)
Post Malone (feat. Ty Dolla $ign) — ""Psycho"" (2018)
Stalley —
Tell the Truth Shame the Devil, Vol. 2
(2018)
Stalley —
Tell the Truth Shame the Devil
(2017)
Cautious Clay —
Blood Type
(2018)
March 1
Holly Miranda —
Mutual Horse
(2018)
Caroline Rose —
LONER
(2018)
Bea Miller —
aurora
(2018)
February
February 28
B.o.B —
B.o.B Presents: The Adventures of Bobby Ray
(2010)
Young Nudy —
Nudy Land
(2017)
Beyoncé —
B'Day
(2006)
DENM —
Is Whatever
(2018)
February 27
Snoop Dogg—
220
(2018)
Kendrick Lamar, The Weeknd & SZA —
Black Panther: The Album (Music from and Inspired By)
(2018)
Young Nudy —
Slime Ball 2
(2017)
Young Nudy —
Slime Ball
(2016)
February 26
Tinashe —
Aquarius
(2014)
Fat Joe & Remy Ma (feat. French Montana, InfaRed, Snoop Dogg, The Game & E-40) — ""All the Way Up (Westside Remix)"" (2016)
Pale Waves  —
ALL THE THINGS I NEVER SAID
(2018)
Kero Kero Bonito —
TOTEP
(2018)
Sonder —
Into
(2017)
Ravyn Lenae —
Crush EP
(2018)
Charlotte Day Wilson —
Stone Woman
(2018)
Good Gas —
Good Gas, Vol. 1 EP
(2018)
2 Chainz —
The Play Don't Care Who Makes It
(2018)
BoA —
ONE SHOT, TWO SHOT - The 1st Mini Album
(2018)
February 25
6ix9ine —
DAY69
(2018)
Various Artists —
Fifty Shades Freed (Original Motion Picture Soundtrack)
(2018)
A$AP Ant —
The Prelude
(2018)
Hoodrich Pablo Juan & Brodinski —
The Matrix
(2018)
February 24
Scrape Gang Marcos (feat. Marqo 2 Fresh) — ""Went to Sleep"" (2017)
Timbaland & Magoo —
Welcome to Our World
(1997)
Playa —
Cheers 2 U
(1998)
Tha Dogg Pound —
Dogg Food
(1995)
Madilyn Bailey —
Wiser EP
(2016)
Pi'erre Bourne — ""Hacked My Instagram, Pts. 1 & 2"" (2017)
February 23
DrugRixh Hect (RX Hector) —
Hector Vol. 1
(2017)
Flatlinerz —
U.S.A.
(1994)
Gravediggaz —
6 Feet Deep
(1994)
Joe —
All That I Am
(1997)
Amil —
A.M.I.L. (All Money Is Legal)
(2000)
February 22
Wale —
Summer on Sunset
(2016)
Ray J —
All I Feel
(2008)
Valerie June —
For the Loved & Loveless
(2018)
Madison McFerrin —
Finding Foundations Vol. II
(2018)
February 21
DrugRixh Hect (RX Hector) —
Ian Never Had Shit
(2016)
Ugly God (feat. PnB Rock) — ""Imma Dog"" (2018)
Sean Paul & David Guetta (feat. Becky G) — ""Mad Love"" (2018)
Tory Lanez — ""B.I.D"" (2018)
Wale — ""All Star Break Up"" (2018)
Tinashe (feat. Future) — ""Faded Love"" (2018)
YG — ""Suu Whoop"" (2018)
February 20
Kim Petras — ""Heart to Break"" (2018)
Sammi Sanchez (feat. Reykon) — ""Pum Pum"" (2018)
SOPHIE — ""Faceshopping"" (2018)
Derek Minor — ""It Is What It Is"" (2018)
Madilyn Bailey — ""Tetris"" (2018)
Sofia Reyes (feat. Jason Derulo & De La Ghetto) — ""1, 2, 3"" (2018)
The Neighbourhood — ""Void"" (2018)
PRETTYMUCH — ""10,000 Hours"" (2018)
Lauv — ""Getting Over You"" (2018)
Khalid & Normani — ""Love Lies"" (2018)
Frank Ocean — ""Moon River"" (2018)
A$AP Rocky (feat. 21 Savage, Gucci Mane & London on da Track) — ""Cocky"" (2018)
Pi'erre Bourne — ""Honeyberry"" (2017)
Pi'erre Bourne — ""Hacked My Instagram"" (2018)
February 19
N/A
February 18
N/A
February 17
N/A
February 16
N/A
February 15
Alyson Stoner — ""Someone to Call My Lover"" (2018)
February 14
Rome —
Rome
(1997)
February 13
DJ Paul & Lord Infamous —
Come With Me to Hell: Part 1 (Remastered)
(2014)
6LACK — ""Cutting Ties"" (2018)
Mindless Behavior —
All Around the World
(2013)
DJ Paul & Lord Infamous —
Come With Me to Hell 2
(1995)
Joe —
Ain't Nothin' Like Me
(2007)
February 12
DJ Paul & Lord Infamous —
Come With Me to Hell
(1994)
Marshmello & Anne-Marie — ""FRIENDS"" (2018)
Lotto Savage —
Don Slaughter
(2016)
Monica —
After the Storm
(2003)
Gianna Adams (feat. Jhen) — ""Fallen"" (2018)
February 11
Thouxanbanfauni —
Heavy
(2015)
Thouxanbanfauni —
Untitled
(2016)
Brandy —
Afrodisiac
(2004)
August Alsina —
Testimony
(2014)
Thouxanbanfauni —
Heavier EP
(2015)
Thouxanbanfauni —
34 EP
(2016)
Keith Sweat (feat. K-Ci) — ""How Many Ways"" (2018)
Parliament (feat. Scarface) — ""I'm Gon Make U Sick O'Me"" (2018)
Trinidad James — ""Zion"" (2018)
K. Michelle (feat. Nathan Jain) — ""Make This Song Cry (Nathan Jain Remix)"" (2018)
Hoodrich Pablo Juan (feat. Lil Dude & Goonew) — ""Take Down"" (2018)
Sherwood Marty — ""Wild'n"" (2018)
MadeinTYO — ""Picture Me Rollin"" (2018)
Snoop Dogg (feat. Tye Tribbett) — ""You"" (2018)
Onyx (feat. Skyzoo) — ""Ima Fuckin Rockstar"" (2018)
February 10
Jennifer Lopez — ""Us"" (2018)
The Aces — ""Volcanic Love"" (2018)
Tedashii — ""Smile"" (2018)
Fireflight — ""I Won't Look Back"" (2018)
Dorothy — ""Who Do You Love"" (2018)
Sonder — ""One Night Only"" (2018)
grandson — ""Overdose"" (2018)
Au/Ra — ""Panic Room"" (2018)
King Combs (feat. Chris Brown) — ""Love You Better"" (2018)
Ne-Yo — ""GOOD MAN"" (2018)
Rich The Kid — ""Plug Walk"" (2018)
Noah Cyrus (feat. MØ) — ""We Are..."" (2018)
A-Trak & Falcons (feat. Young Thug & 24hrs) — ""Ride for Me"" (2018)
Brent Faiyaz — ""Make Luv"" (2018)
Calvin Harris (feat. PARTYNEXTDOOR) — ""Nuh Ready Nuh Ready"" (2018)
Billy Paul —
360 Degrees of Billy Paul
(1972)
Justin Timberlake —
The 20/20 Experience - 2 of 2
(2013)
February 9
Goonew —
Goonwick
(2018)
Miilkbone —
da' Miilkrate
(1995)
February 8
Justin Timberlake —
The 20/20 Experience
(2010)
ARY — ""Childhood Dreams"" (2017)
Bell Biv DeVoe — ""Gangsta"" (1993)
Anjali World —
Brave New World
(2015)
Sabrina Carpenter — ""Smoke and Fire"" (2016)
Hodgy —
Fireplace: TheNotTheOtherSide
(2016)
The Aces —
I Don't Like Being Honest
(2017)
69 Boyz —
199Quad
(1994)
Keyshia Cole —
11:11 Reset
(2017)
February 7
The Isley Brothers —
3+3
(1973)
Mike Jones —
Who Is Mike Jones? (Screwed & Chopped)
(2005)
Da Youngsta's —
I'll Make U Famous
(1995)
Twista —
Adrenaline Rush
(1997)
February 6
3LW —
3LW
(2000)
Beyoncé —
4
(2012)
R. Kelly —
12 Play
(1993)
B.O.N.E. Enterpri$e (Bone Thugs-N-Harmony) —
Faces of Death
(1993)
Mindless Behavior —
#1 Girl
(2011)
February 5
Nebu Kiniza — ""Gassed Up"" (2016)
Charlotte Lawrence — ""The Finish Line"" (2014)
Charlotte Lawrence — ""Ever After"" (2015)
Jahi Winston — ""Shine"" (2017)
Teairra Marí — ""Deserve"" (2014)
School Gyrls (FOREVER) —
A Very School Gyrls Holla-Day
(2010)
A1 (feat. Chris Brown & Ty Dolla $ign) — ""Always"" (2017)
Kendrick Lamar —
DAMN.
(2017)
Chance The Rapper —
Coloring Book
(2016)
Booby Gibson (feat. Brooke Valentine) — ""Nobody Knows"" (2017)
